"","Good_Bad","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","UID","EtoI_Percent"
"72","Bad","PROF252","AMRITSAR","MARUTI SUZUKI SWIFT VDI DIESEL 2010",345000,104250,9644,12,"Y","SELF","O",30,30,3,"PR007",0,35000,15,"Y",6,"N","O",0,0,0,0,"N",1,"N","FOR CAR LOAN",1,"LOCAL","POSITIVE","N","AGR",15,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",10000,25000,39,72,38.58
"73","Good","PROF096","TIRUPATHI","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",550000,504250,14918,48,"Y","APPLICANT","O",27,12,3,"PR006",0,60000,5,"N",5,"N","O",0,0,0,0,"Y",2,"N","PERCHESED CAR",1,"","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",20000,40000,37,73,37.3
"74","Good","PROF356","DELHI","HYUNDAI I10 MAGNA 1.2 AT PETROL 2009",150000,110000,5592,24,"Y","SELF","O",16,16,3,"PR005",0,25000,30,"N",NA,"N","O",0,0,0,3,"N",1,"Y","PERSONAL USE",1,"","POSITIVE","N","SEP",30,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,25000,22,74,22.37
"76","Good","PROF204","INDORE","CHEVROLET BEAT LT DIESEL 2013",270000,174250,4575,60,"Y","","",NA,NA,NA,"",0,NA,0,"N",NA,"N","",0,0,0,0,"Y",NA,"","",NA,"","POSITIVE","","",NA,"",NA,0,NA,NA,NA,0,0,"N",0,0,0,76,Inf
"77","Good","PROF252","INDORE ","MARUTI SUZUKI OMNI 5 SEATER BS II PETROL 2011",140000,98000,3948,36,"Y","APPLICANT","O",30,30,5,"PR006",0,25000,10,"Y",5,"Y","O",0,0,0,0,"N",1,"Y"," PERSONAL AND BUSINESS USED",1,"HARSOLA MHOW","POSITIVE","N","SEP",10,"PROPRITER AND FARMER",NA,0,NA,NA,NA,0,0,"Y",3000,22000,18,77,17.95
"78","Good","PROF252","VIJAYAWADA","CHEVROLET TAVERA NEO LT L 9 STR BS III DIESEL 2015",550000,504250,16629,42,"Y","GUARANTOR ","R",35,20,3,"PR009",0,75000,30,"Y",5,"Y","O",0,0,0,2,"N",2,"N","CAR LOAN",1,"TALLURU","POSITIVE","N","AGR",30,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",15000,60000,28,78,27.71
"79","Good","PROF211","CALICUT","RENAULT LODGY DIESEL 2015",800000,504250,15128,48,"Y","APPLICANT","O",20,15,3,"PR003",0,105000,7,"Y",5,"N","R",0,0,0,0,"Y",2,"N","APPLICANT BUYING  2015 MODEL RENAULT LODGY",1,"","POSITIVE","N","SEP",4,"TAXI DRIVER",NA,0,NA,NA,NA,0,0,"Y",55000,50000,30,79,30.26
"81","Bad","PROF247","HUBLI","MARUTI SUZUKI SWIFT VDI DIESEL 2012",500000,454250,13628,48,"Y","APLICANT","R",25,3,3,"PR005",0,40000,5,"N",5,"N","O",0,0,0,1,"Y",2,"N","APLICANT",1,"BIJAPUR","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",10000,30000,45,81,45.43
"82","Good","PROF096","CHENNAI I","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2008",300000,200000,7536,36,"Y","APPLICANT","O",55,55,3,"PR005",0,60000,35,"Y",5,"N","O",0,0,0,0,"Y",1,"N","APPLICANT FAMILY USE",1,"CHENNAI","POSITIVE","N","SEP",35,"BUILDING CONSTRUCTIOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,13,82,12.56
"83","Good","PROF283","KARIMNAGAR","HYUNDAI SANTRO XING GL PETROL LPG 2013",200000,154250,5635,36,"Y","APPLICANT","R",20,12,3,"PR005",0,80000,20,"Y",5,"N","O",0,0,0,3,"Y",2,"N","APPLICANT",1,"MAHALAXMI COLONY ARMMOOR","POSITIVE","N","SEP",20,"OWNER",NA,0,NA,NA,NA,0,0,"Y",23000,57000,10,83,9.89
"84","Good","PROF229","TRICHY ","MARUTI SUZUKI ALTO K10 VXI PETROL 2011",250000,154250,5594,36,"Y","APPLICANT ","O",20,15,3,"PR001",30,28485,22,"Y",1,"N","O",25000,10000,20,1,"Y",2,"N","FAMILY USE ",2,"THANJAVUR ","POSITIVE","N","SAL",22,"ANGANVADI PANIYALAR",NA,0,NA,NA,NA,0,0,"Y",10000,18485,30,84,30.26
"86","Good","PROF245","COIMBATORE","MARUTI SUZUKI ALTO K10 VXI PETROL 2014",300000,204250,7291,36,"Y","APPLICANT","O",20,1.5,3,"PR005",0,140000,20,"Y",4,"N","R",0,0,0,3,"N",2,"N","CAPTIVE USE",1,"COIBATORE","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",45000,95000,8,86,7.67
"87","Good","PROF191","ROWB","MARUTI SUZUKI WAGON R 1.0 VXI PETROL 2015",600000,354250,9385,60,"Y","SON","R",45,23,3,"PR006",0,6000,5,"N",5,"N","R",0,0,0,0,"N",1,"Y","APPLICANT ",1,"SILIGURI","POSITIVE","N","SEP",5,"PRIVATE TUTOR",NA,0,NA,NA,NA,0,0,"Y",3000,3000,313,87,312.83
"88","Good","PROF082","SURAT","FIAT LINEA EMOTION 1.3 DIESEL 2014",600000,454250,13249,48,"Y","APPLICANT WITH CO APPLICANT","O",15,12,3,"PR006",0,50000,7,"Y",1,"Y","R",0,0,0,0,"Y",2,"N","SELF WITH CO APPLICANT",2,"SURAT","POSITIVE","N","SEP",5,"SELF BIZ ",NA,0,NA,NA,NA,0,0,"Y",27000,23000,72,88,57.6
"89","Good","PROF252","HYDERABAD ","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011",305000,209250,7731,36,"Y","APPLICANT ","O",25,25,3,"PR005",0,65000,10,"N",5,"N","O",0,0,0,0,"N",1,"N","FAMILY  USE",1,"","POSITIVE","N","SEP",10,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",15000,50000,15,89,15.46
"90","Good","PROF109","COIMBATORE ","TOYOTA INNOVA 2.5 G1 DIESEL 2007",1000000,504250,19260,36,"Y","CO APPLICANT ","R",35,1,3,"PR006",100,40000,20,"Y",5,"Y","R",50000,50000,100,1,"Y",1,"Y","CO APPLICANT ",2,"ERODE ","POSITIVE","N","SEP",15,"CUM OWNER ",NA,0,NA,NA,NA,0,0,"Y",12000,28000,69,90,68.79
"91","Good","PROF223","KOLHAPUR","MAHINDRA BOLERO PLUS DIESEL 2009",250000,154250,5815,36,"Y","SELF","O",15,7,3,"PR005",0,30000,12,"Y",5,"Y","O",0,0,0,1,"N",1,"Y","FOR USE CAR PURCHASE ",1,"","POSITIVE","N","SEP",12,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,30000,19,91,19.38
"92","Good","PROF277","MADURAI","MAHINDRA XYLO E8 BS IV DIESEL 2012",560000,396250,12595,48,"Y","APPLICANT","O",10,10,3,"PR005",0,50000,5,"N",NA,"N","O",0,0,0,0,"Y",1,"N","OWN USE",1,"PERIYAKULAM","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",4514,45486,34,92,27.69
"93","Good","PROF067","NAGPUR","CHEVROLET BEAT LT DIESEL 2011",220000,170000,6295,36,"Y","SELF","R",5,4,3,"PR001",0,17338,10,"N",5,"N","L",0,0,0,50,"Y",2,"N","RAHUL BABARAO YAWALE ",1,"WARDHA","POSITIVE","N","SAL",10,"POLICE CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",5300,12038,60,93,52.29
"94","Good","PROF213","RAIPUR","MARUTI SUZUKI WAGON R LXI BS II PETROL 2014",300000,204250,10204,24,"Y","self","O",50,50,3,"PR001",0,30000,30,"Y",5,"N","O",0,0,0,0,"N",2,"N","ASSET PURPOSE",1,"RAIPUR","POSITIVE","N","SAL",30,"FOREST GARD",NA,0,NA,NA,NA,0,0,"Y",3000,27000,38,94,37.79
"95","Bad","PROF356","VISAKHAPATNAM","TATA INDICA VISTA LS TDI BS III DIESEL 2013",375000,325000,9631,48,"Y","SELF ","O",30,12,3,"PR005",0,1e+05,12,"Y",1,"Y","O",0,0,0,2,"Y",1,"Y","SELF ",1,"VIZAG ","POSITIVE","N","SEP",12,"PROPERATER ",NA,0,NA,NA,NA,0,0,"Y",10000,90000,11,95,10.7
"96","Good","PROF383","BANGALORE ","MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2008",400000,354250,13345,36,"Y","APPLICANT ","O",35,35,3,"PR005",0,50000,10,"N",NA,"Y","O",0,0,0,1,"N",1,"Y","PERSONAL ",1,"BANGALORE ","POSITIVE","N","SEP",10,"APPLICANT ",NA,0,NA,NA,NA,0,0,"Y",10000,40000,33,96,33.36
"97","Bad","PROF320","PONDICHERRY ","MAHINDRA XUV500 W6 DIESEL 2014",1074000,504250,19030,35,"Y","APPLICNAT","O",49,35,3,"PR005",0,87000,15,"Y",6,"Y","O",0,0,0,3,"Y",1,"Y","APPLICANT",1,"VIRUTHACHALAM","POSITIVE","Y","SEP",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",25000,62000,31,97,30.69
"98","Good","PROF176","KANPUR","MAHINDRA BOLERO LX DIESEL 2004",430000,334250,11931,36,"Y","SELF","O",28,28,3,"PR006",0,50000,8,"Y",5,"N","O",0,0,0,1,"Y",1,"Y","PERSONAL USSAGE ",1,"FARRUKHABAD ","POSITIVE","N","SEP",8,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",10000,40000,30,98,29.83
"99","Bad","PROF237","MADURAI","CHEVROLET CRUZE LTZ DIESEL 2013",970000,700000,18084,60,"Y","APPLICANT","O",30,4,3,"PR002",0,81000,6,"N",NA,"N","R",0,0,0,100,"N",2,"N","APPLICANT",1,"VADIPATTI","POSITIVE","N","SAL",3,"GRAPHIC DESIGNER",NA,0,NA,NA,NA,0,0,"Y",24947,56053,47,99,32.26
"100","Good","PROF013","INDORE ","MARUTI SUZUKI SWIFT VDI ABS BS IV DIESEL 2011",456000,354250,13531,36,"Y","SELF APPLICANT","O",13,13,3,"PR005",0,50000,8,"Y",1,"N","O",0,0,0,2,"Y",1,"Y","PAYMENT  TO SELLER",1,"MAKSI","POSITIVE","N","SEP",8,"PROPEITOR ",NA,0,NA,NA,NA,0,0,"Y",0,50000,27,100,27.06
"101","Bad","PROF382","HYDERABAD ","FORD FIGO DURATEC TITANIUM 1.2 PETROL 2011",350000,300000,7963,60,"Y","APPLICANT","R",10,4,3,"PR005",0,40000,12,"Y",5,"N","L",0,0,0,0,"Y",2,"N","PERSONAL USE",1,"HYDERABAD ","POSITIVE","N","SEP",8,"DEVELOPMENT DIRECTOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,27,101,26.54
"102","Good","PROF252","VIJAYAWADA","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012",300000,204250,18921,12,"Y","APPLICANT ","O",40,40,3,"PR007",0,80000,35,"N",5,"N","O",0,0,0,2,"N",2,"Y","PURCHASE THE USED CAR  LOAN",1," UPPALAPADU","POSITIVE","N","AGR",35,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",14000,66000,29,102,28.67
"103","Bad","PROF245","BANGALORE ","MAHINDRA XUV500 W4 DIESEL 2014",950000,908500,24583,60,"Y","SELF","R",30,3,3,"PR005",0,80000,8,"Y",5,"N","R",0,0,0,1,"Y",2,"N","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",8,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,80000,31,103,30.73
"104","Good","PROF252","INDORE ","MAHINDRA SCORPIO SLE BS III DIESEL 2014",950000,693500,18494,60,"Y","PROPERITORYSHIP","O",30,30,3,"PR007",0,150000,25,"Y",5,"N","O",0,0,0,3,"N",1,"Y","FUND USE IN AGRILAND",1,"VILLAGE TARANA INDORE ","POSITIVE","N","AGR",25,"PROPERITORSHIP",NA,0,NA,NA,NA,0,0,"Y",50000,100000,18,104,18.49
"105","Bad","PROF252","SALEM ","MARUTI SUZUKI OMNI MPI STD PETROL LPG 2008",300000,129250,6678,24,"Y","APPLICANT ","O",40,30,3,"PR007",0,40000,12,"N",NA,"N","O",0,0,0,1,"Y",1,"N","OWN USE",1,"HOME","POSITIVE","N","AGR",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",15000,25000,27,105,26.71
"106","Bad","PROF233","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009",370000,324250,12115,36,"Y","APPLICANT","O",30,30,3,"PR001",0,23000,15,"N",1,"Y","O",23000,0,0,1,"Y",1,"Y","APPLICANT",1,"KARIMNAGAR","POSITIVE","Y","SAL",15,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",5500,17500,69,106,69.23
"107","Good","PROF235","INDORE ","TOYOTA INNOVA 2.5 G 7 STR BS IV DIESEL 2012",1000000,704250,17607,60,"Y","BROTHER","O",20,20,3,"PR005",0,60000,7,"N",1,"N","O",0,0,0,0,"Y",1,"N","SELF",1,"INDORE","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",25000,35000,50,107,50.31
"108","Good","PROF365","CHENNAI I","TOYOTA FORTUNER 3.0 LIMITED EDITION DIESEL 2012",1600000,1200000,36500,48,"Y","APPLICANT","O",32,10,3,"PR005",0,3e+05,15,"Y",5,"N","R",0,0,0,12,"N",1,"N","TO PURCHASE A CAR",1,"","POSITIVE","N","SEP",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",153677,146323,60,108,24.94
"110","Bad","PROF282","HYDERABAD ","CHEVROLET BEAT LT DIESEL 2011",300000,250000,9420,36,"Y","APPLICANT ","O",20,7,3,"PR005",0,7e+05,4,"Y",5,"N","O",0,0,0,1,"N",2,"Y","APPLICANT",1,"HYDERABAD ","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",17000,683000,1,110,1.38
"111","Good","PROF245","AHMEDABAD","TATA MANZA AURA QUADRAJET BS III DIESEL 2010",260000,210000,7698,36,"Y","SELF","R",40,2,3,"PR005",0,7500,8,"N",NA,"N","R",7500,0,0,2,"N",1,"Y","PERSONAL",1,"AHMEDABAD","POSITIVE","N","SEP",8,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,7500,103,111,102.64
"112","Good","PROF299","VISAKHAPATNAM","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2012",500000,454250,12545,60,"Y","SELF","R",10,5,3,"PR005",30,80000,5,"N",3,"N","R",4e+05,80000,25,2,"Y",1,"N","SELF",1,"VIZAG","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",30000,50000,25,112,25.09
"113","Good","PROF252","BANGALORE ","TOYOTA INNOVA 2.5 G1 DIESEL 2010",750000,504250,13640,60,"Y","APPLICANT ","O",24,10,3,"PR018",0,40000,20,"N",NA,"Y","O",0,0,0,3,"Y",2,"Y","PERSONAL",1,"BANGALORE  ","POSITIVE","N","OTH",20,"HOUSE WIFE ",NA,0,NA,NA,NA,0,0,"Y",10000,30000,45,113,45.47
"114","Good","PROF245","TIRUPATHI","HYUNDAI I10 SPORTZ 1.2 PETROL 2012",450000,224250,8285,36,"Y","BORROWER","O",58,15,3,"PR005",0,45000,12,"Y",1,"N","R",0,0,0,2,"Y",2,"N","TO PURCHASE THE VEHICLE",1,"ANANTAPUR","POSITIVE","N","SEP",12,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,35000,24,114,23.67
"115","Good","PROF301","HYDERABAD ","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2014",500000,400000,10167,60,"Y","APPLICANT ","O",25,25,3,"PR005",0,1e+05,10,"N",NA,"N","L",0,0,0,4,"N",1,"N","APPLICANT-PERSONAL USAGE",1,"NALGONDA","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",20000,80000,13,115,12.71
"116","Bad","PROF105","SURAT","MAHINDRA SCORPIO SLE BS III DIESEL 2012",675000,454250,16770,36,"Y","APPLICANT","O",8,10,3,"PR005",0,50000,10,"Y",6,"N","R",0,0,0,0,"Y",1,"N","SELF",1,"SURAT","POSITIVE","N","SEP",8,"PANDIT PAN CORNER ",NA,0,NA,NA,NA,0,0,"Y",25000,25000,67,116,67.08
"117","Bad","PROF096","BARODA","CHEVROLET CRUZE LTZ DIESEL 2010",800000,558250,14636,60,"Y","MOTHER","O",30,15,3,"PR005",40,60000,12,"Y",6,"Y","O",1e+05,0,30,0,"N",1,"Y","PERSONAL",1,"VADODARA","POSITIVE","N","SEP",12,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",29710,30290,61,117,48.32
"118","Good","PROF213","INDORE ","TATA INDICA VISTA LX TDI BS III DIESEL 2014",300000,224250,6711,48,"Y","SELF","R",10,10,3,"PR001",0,30000,25,"N",5,"N","O",0,0,0,1,"Y",1,"N","FAMILY USE",1,"GRAM MANDLESHWAR","POSITIVE","N","SAL",25,"ASSISTANT GRADE SECOND",NA,0,NA,NA,NA,0,0,"Y",0,30000,22,118,22.37
"119","Good","PROF176","HYDERABAD ","MARUTI SUZUKI ERTIGA ZDI DIESEL 2012",600000,550000,14571,60,"Y","APPT","O",25,25,3,"PR006",0,50000,5,"Y",5,"N","O",0,0,0,0,"N",1,"Y","APPT USING PERSONAL AND TRAVELS PURPOSE ONLY.",1,"NALGONDA","POSITIVE","N","SEP",5,"AGRICULTURE",NA,0,NA,NA,NA,0,0,"Y",10000,40000,36,119,36.43
"120","Good","PROF235","JAIPUR","MARUTI SUZUKI ALTO K10 VXI PETROL 2012",250000,204250,7717,36,"Y","SELF","O",25,25,3,"PR005",0,20000,2,"Y",1,"N","R",0,0,0,2,"Y",2,"Y","175000",1,"","POSITIVE","N","SEP",2,"PROPREITER",NA,0,NA,NA,NA,0,0,"Y",0,20000,39,120,38.59
"123","Bad","PROF096","ORISSA","MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2012",1000000,404250,12128,48,"Y","SELF","O",20,20,3,"PR005",40,50000,5,"N",5,"N","O",6e+05,300000,38,2,"Y",1,"N","APPLICANT",1,"BERHAMPUR","POSITIVE","N","SEP",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",20000,30000,40,123,40.43
"124","Bad","PROF235","TIRUNELVELI ","MAHINDRA XYLO E4 BS III DIESEL 2010",450000,354250,12734,36,"Y","APPLICANT","O",25,10,3,"PR005",0,150000,11,"Y",5,"N","R",0,0,0,1,"N",2,"N","APPLICANTAND HIS FAMILY",1,"","POSITIVE","N","SEP",11,"FISHER BOAT OWNER",NA,0,NA,NA,NA,0,0,"Y",45000,105000,12,124,12.13
"125","Good","PROF096","MADURAI","TOYOTA INNOVA 2.5 VX 8 STR BS III DIESEL 2011",1013687,800000,21640,60,"Y","APPLICANT","O",30,30,3,"PR005",0,1e+05,20,"N",NA,"N","O",0,0,0,10,"Y",2,"N","OWN USE",1,"VANDIYUR","POSITIVE","N","SEP",20,"APPLICANT",NA,0,NA,NA,NA,0,0,"Y",24608,75392,46,125,28.7
"126","Good","PROF383","HYDERABAD","MARUTI SUZUKI VITARA BREZZA ZDI DIESEL 2017",1000000,990000,25988,60,"Y","PROPRIETOR","R",25,2,3,"PR005",0,627000,10,"Y",1,"Y","R",0,0,0,3,"N",1,"Y","END USE VEHICLE FOR FAMILY PURPOSE",2,"HYDERABAD","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",330000,297000,32,126,8.75
"127","Bad","PROF152","SALEM","MARUTI SUZUKI SWIFT VDI DIESEL 2012",450000,354250,13717,36,"Y","APPLICANT ","O",30,1,3,"PR006",0,55000,10,"Y",5,"Y","O",0,0,0,0,"N",1,"Y","VEHICLE PURCHASED ",1,"SALEM","POSITIVE","N","SEP",5,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",25000,30000,46,127,45.72
"128","Good","PROF252","GWALIOR","MAHINDRA BOLERO SLE BS III DIESEL 2015",700000,504250,12397,60,"Y","SELF","O",4,4,3,"PR001",0,49497,10,"N",1,"N","O",0,0,0,0,"Y",1,"N","PERSONAL USE ",2,"GWALIOR","POSITIVE","N","SAL",10,"CONSTABLE MP POLICE",NA,0,NA,NA,NA,0,0,"Y",16700,32797,52,128,37.8
"129","Bad","PROF252","HUBLI","TATA INDICA VISTA LX QUADRAJET DIESEL 2012",353553,204250,7802,36,"Y","GUARANTER ","O",30,10,3,"PR006",0,25000,10,"N",5,"N","O",0,0,0,1,"N",1,"N","APPLICANT USE",1,"GUNNAL ","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",10000,15000,52,129,52.01
"130","Good","PROF174","HYDERABAD ","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2012",1110089,858500,22507,60,"Y","CO APPLICANT","O",50,45,3,"PR001",50,35000,10,"Y",5,"N","O",35000,35000,50,0,"N",1,"N","APPICANT AND CO APPLT",1,"NAGARKURNOOL","POSITIVE","N","SAL",3,"GOVT TEACHER",NA,0,NA,NA,NA,0,0,"Y",0,35000,64,130,64.31
"131","Good","PROF327","KOLKATA","TOYOTA INNOVA 2.5 G4 8 STR DIESEL 2014",1300000,1075000,27234,60,"Y","APPLICANT","O",27,27,3,"PR005",0,4e+05,13,"Y",5,"Y","O",3e+05,1500000,0,12,"N",2,"N","PERSONAL",1,"","POSITIVE","N","SEP",13,"PROP SON",NA,0,NA,NA,NA,0,0,"Y",104340,295660,25,131,9.21
"132","Good","PROF066","PUNE","MAHINDRA SCORPIO VLS 2.2 M HAWK DIESEL 2011",600000,504250,13027,60,"Y","SELF","O",10,10,3,"PR005",0,80000,9,"Y",6,"N","O",0,0,0,8,"N",1,"N","PERSONAL",1,"","POSITIVE","N","SEP",9,"PROPERITOR",NA,0,NA,NA,NA,0,0,"Y",0,80000,16,132,16.28
"134","Good","PROF381","KOTA","HYUNDAI SANTRO GLS I EURO I PETROL 2013",300000,254250,8052,48,"Y","BIROTHER ","O",20,20,3,"PR002",15,30000,3,"N",6,"N","O",10000,150000,15,10,"N",1,"Y","PURCHASE  OF VICHAL ",1,"KOTA","POSITIVE","N","SAL",3,"MMR",NA,0,NA,NA,NA,0,0,"Y",10000,20000,40,134,40.26
"135","Good","PROF252","NASIK","MARUTI SUZUKI SWIFT VXI 1.3 PETROL 2006",160000,104250,5213,24,"Y","SELF","O",30,10,3,"PR008",0,12000,0,"N",6,"N","O",25000,0,0,1,"Y",1,"N","SELF",1,"MURAMBI","POSITIVE","N","AGR",1,"FARMER",NA,0,NA,NA,NA,0,0,"Y",12000,0,9.22337e+18,135,Inf
"136","Good","PROF305","PUNE","VOLKSWAGEN VENTO HIGHLINE PETROL 2011",750000,608500,15958,60,"Y","SELF","O",30,25,3,"PR005",0,1e+05,20,"Y",6,"Y","O",0,0,0,8,"Y",2,"N","PERSONAL",1,"","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,100000,16,136,15.96
"137","Bad","PROF321","PUNE","HYUNDAI I20 ASTA 1.2 O PETROL 2011",400000,304250,8058,60,"Y","SON","R",2,2,3,"PR005",0,50000,2,"Y",5,"Y","R",0,0,0,2,"Y",2,"N","PURCHASE OF USE CAR",1,"PUNE","POSITIVE","N","SEP",2,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,50000,16,137,16.12
"138","Good","PROF320","VIJAYAWADA","TOYOTA INNOVA 2.5 V 7STR DIESEL 2010",750000,650000,17220,60,"Y","APPLICANT","O",20,13,3,"PR004",10,425000,13,"N",1,"N","R",2500000,0,8,10,"Y",2,"N","CAR PURCHASE",1,"VIJAYAWADA","POSITIVE","N","SEP",13,"PARTNER",NA,0,NA,NA,NA,0,0,"Y",85000,340000,5,138,5.06
"139","Bad","PROF252","PUNE","MAHINDRA XUV500 W6 DIESEL 2012",800000,708500,18303,60,"Y","SELF","O",20,20,3,"PR006",0,4e+05,4,"Y",5,"Y","O",0,0,0,0,"N",1,"Y","PURCHASE",1,"URULIKANCHAN","POSITIVE","N","SEP",4,"SELF",NA,0,NA,NA,NA,0,0,"Y",0,400000,5,139,4.58
"140","Bad","PROF145","PUNE","HYUNDAI I20 ASTA 1.2 PETROL 2012",600000,504250,13224,60,"Y","SELF","O",25,10,3,"PR005",0,62000,5,"N",5,"N","O",30000,0,0,1,"N",1,"N","PURCHASE OF VEHICLE",1,"CHANDAN NAGAR PUNE","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",0,62000,21,140,21.33
"142","Good","PROF227","JABALPUR ","HYUNDAI EON D LITE O PETROL 2012",250000,104250,4015,36,"Y","SELF MET","O",26,26,3,"PR002",0,15000,5,"Y",5,"N","O",0,0,0,0,"N",1,"N","VEHICLE PURCHASE",1,"JABALPUR","POSITIVE","N","SAL",5,"SALAIRED EMPLOYED",NA,0,NA,NA,NA,0,0,"Y",4000,11000,37,142,36.5
"143","Bad","PROF109","MYSORE","MARUTI SUZUKI OMNI 5 SEATER BS III PETROL 2007",100000,64250,5895,12,"Y","OWNER","O",30,25,3,"PR006",0,40000,2,"Y",5,"N","O",0,0,0,2,"N",1,"Y","PURCHASE VEHICHLE",1,"MOODUSHEDDE MANGALORE","POSITIVE","N","SEP",1,"OWNER",NA,0,NA,NA,NA,0,0,"Y",0,40000,15,143,14.74
"144","Good","PROF145","SALEM ","FORD FIGO EXI DURATORQ 1.4 DIESEL 2011",600000,304250,14959,24,"Y","CO APPLICANT","O",40,15,3,"PR005",45,120000,15,"Y",5,"N","R",150000,100000,35,3,"Y",2,"N","APPLICANT",1,"LADUVADI","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",45000,75000,20,144,19.95
"146","Good","PROF235","COIMBATORE ","MARUTI SUZUKI SWIFT ZXI 1.3 PETROL 2007",350000,250000,9341,36,"Y","GURANTOR ","O",30,5,3,"PR002",0,30000,7,"Y",5,"N","R",0,0,0,5,"Y",2,"N","APPLICANT ",1,"SUNDRAPURAM ","POSITIVE","N","SAL",7,"MANAGER",NA,0,NA,NA,NA,0,0,"Y",0,30000,31,146,31.14
"147","Bad","PROF235","JODHPUR","MARUTI SUZUKI ALTO LXI BS II PETROL 2009",110000,84250,4300,24,"Y","APPLICANT","O",20,10,3,"PR005",0,1e+05,10,"Y",5,"Y","R",0,0,0,4,"N",2,"N","SALE PURCHASE",1,"","POSITIVE","N","SEP",10,"FAMILY BUSINESS",NA,0,NA,NA,NA,0,0,"Y",80000,20000,22,147,21.5
