"","target","CUSTOMER_PROFILE_CODE","LOCATIONNAME","VEHICLEMODEL","ASSETCOST","LOANAMOUNT","EMI","TENURE","ADDRESSCONFIRMED","DESIGNATION","RESIDENCETYPE","NOOFYEARSINSAMECITY","RESIDENCESTABILITY","RESIDENCELOCALITY","BUSINESSCATEGORY","BUSINESSMARGINGROSS","INCOMEEMPLOYMENT","STABILITYINBUSINESS","STABILITYCONFIRMED","STABILTIYCONFIRMEDTHRU","ISFAMILYINVOLVED","OFFICETYPE","MONTHLYTURNOVER","STOCKVALUEINHAND","BUSINESSMARGINNET","NOOFEMPLOYEES","NAMEBOARDSEEN","OFFICELOCALITY","ISRESIDENCECOMEOFFICE","ENDUSEOFLOAN","ENDUSEOFASSET","ASSETLOCATION","NEIGHBOURREF","POLITICALLINK","PROFESSIONTYPE","CURRENTBUSINESSSTABILITY","APPLICANTDESIGNATION","ASSETREGMONTH","ASSETREGYEAR","LANDOWNERSHIP","IRRIGATIONSOURCE","CROPSCULTIVATED","DISTFROMSCELOCATION","DISTFROMDEALERLOCATION","IMGCONFIRM","TOTALEXPENSEPERMONTH","NETINCOMEPERMONTH","FOIR","Target","UID","Location"
"64","Good","PROF245","VIJAYAWADA","HONDA BRIO S MT PETROL 2012",350000,300000,11284,36,"Y","APPLICANT","O",25,25,3,"PR005",0,380000,20,"Y",1,"N","R",0,0,"0","8","Y",2,"N","FOR PURCHASE OF VEHICLE",1,"KRISHNA LANKA","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",207690,172310,39,2,64,15
"65","Bad","PROF150","TRICHY ","FORD FIGO 1.4 TITANIUM (D) 2012",300000,204250,7700,36,"Y","APPLICANT ","O",59,2,3,"PR005",30,53000,2,"Y",5,"N","O",75000,1000,"20","1","N",1,"Y","FAMILY USE ",1,"PUDUKKOTTAI","POSITIVE","N","SEP",2,"SURVEYOR",NA,0,NA,NA,NA,0,0,"Y",14508,38492,42,1,65,37
"66","Bad","PROF367","AHMEDABAD","BMW 5 SERIES 520D LUXURY LINE DIESEL 2014",4400000,3500000,81439,60,"Y","SELF","R",8,1,3,"PR005",0,5e+05,3,"Y",5,"N","R",5e+05,0,"0","3","Y",2,"N","PERSONAL",1,"GANDHINAGAR","POSITIVE","N","SEP",4,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",200000,300000,27,1,66,4
"67","Bad","PROF349","MYSORE","MAHINDRA BOLERO ZLX DIESEL 2012",566000,354250,13250,36,"Y","APPLICANT","O",30,30,3,"PR007",0,35000,25,"N",NA,"N","O",0,0,"0","2","Y",1,"N","PERSONAL",1,"HASSAN","POSITIVE","N","AGR",25,"AGRICULTURIST",NA,0,NA,NA,NA,0,0,"Y",12000,23000,58,1,67,23
"68","Bad","PROF273","NAGPUR","HYUNDAI SANTRO XL 2007",220000,154250,5812,36,"Y","SELF","O",10,10,3,"PR002",0,40000,11,"Y",4,"N","R",0,0,"0","60","Y",2,"N","FOR PERSONAL USE",1,NA,"POSITIVE","N","SAL",11,"TECHNICIAN ",NA,0,NA,NA,NA,0,0,"Y",0,40000,15,1,68,3
"69","Good","PROF313","CHENNAI I","TATA INDIGO ECS LS TDI DIESEL 2015",500000,325000,9720,48,"Y","BROTHER","O",15,10,3,"PR005",0,40000,7,"Y",1,"N","O",0,0,"0","5","N",1,"Y","APPLICANT",1,NA,"POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,40000,24,2,69,12
"70","Good","PROF227","MYSORE","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2011",385000,204250,6100,48,"Y","APPLICANT","R",12,12,3,"PR002",50,25000,12,"Y",1,"N","R",25000,0,"40","0","Y",2,"N","PERSONAL",1,"HASSAN","POSITIVE","N","SAL",12,"WARDEN",NA,0,NA,NA,NA,0,0,"Y",3000,22000,28,2,70,23
"71","Good","PROF235","RAIPUR ","TOYOTA INNOVA 2.5 G 8 STR BS III DIESEL 2013",1100000,908500,24984,60,"Y","SELF","O",15,12,3,"PR005",0,6e+05,7,"Y",5,"N","R",0,0,"0","10","Y",2,"N","VEHICLE PURCHESE",1,"RAIPUR","POSITIVE","N","SEP",7,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,71,20
"72","Bad","PROF252","AMRITSAR","MARUTI SUZUKI SWIFT VDI DIESEL 2010",345000,104250,9644,12,"Y","SELF","O",30,30,3,"PR007",0,35000,15,"Y",6,"N","O",0,0,"0","0","N",1,"N","FOR CAR LOAN",1,"LOCAL","POSITIVE","N","AGR",15,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",10000,25000,39,1,72,38
"73","Good","PROF096","TIRUPATHI","MARUTI SUZUKI SWIFT DZIRE VDI BS IV DIESEL 2013",550000,504250,14918,48,"Y","APPLICANT","O",27,12,3,"PR006",0,60000,5,"N",5,"N","O",0,0,"0","0","Y",2,"N","PERCHESED CAR",1,NA,"POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",20000,40000,37,2,73,39
"74","Good","PROF356","DELHI","HYUNDAI I10 MAGNA 1.2 AT PETROL 2009",150000,110000,5592,24,"Y","SELF","O",16,16,3,"PR005",0,25000,30,"N",NA,"N","O",0,0,"0","3","N",1,"Y","PERSONAL USE",1,NA,"POSITIVE","N","SEP",30,"PROP",NA,0,NA,NA,NA,0,0,"Y",0,25000,22,2,74,27
"75","Bad","PROF252","JABALPUR ","MAHINDRA SCORPIO VLX 2WD BS IV DIESEL 2012",700000,454250,16896,36,"Y","SELF","O",30,30,3,"PR007",0,1e+06,30,"Y",5,"Y","O",0,0,"0","0","N",1,"Y","VEHICLE IS PURCHASED FOR PERSONAL USE",1,"KATANGI","POSITIVE","N","AGR",30,"SELF",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,75,40
"76","Good","PROF204","INDORE","CHEVROLET BEAT LT DIESEL 2013",270000,174250,4575,60,"Y",NA,NA,NA,NA,NA,NA,0,NA,0,"N",NA,"N",NA,0,0,"0","0","Y",NA,NA,NA,NA,NA,"POSITIVE",NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,"N",0,0,0,2,76,41
"77","Good","PROF252","INDORE ","MARUTI SUZUKI OMNI 5 SEATER BS II PETROL 2011",140000,98000,3948,36,"Y","APPLICANT","O",30,30,5,"PR006",0,25000,10,"Y",5,"Y","O",0,0,"0","0","N",1,"Y"," PERSONAL AND BUSINESS USED",1,"HARSOLA MHOW","POSITIVE","N","SEP",10,"PROPRITER AND FARMER",NA,0,NA,NA,NA,0,0,"Y",3000,22000,18,2,77,18
"78","Good","PROF252","VIJAYAWADA","CHEVROLET TAVERA NEO LT L 9 STR BS III DIESEL 2015",550000,504250,16629,42,"Y","GUARANTOR ","R",35,20,3,"PR009",0,75000,30,"Y",5,"Y","O",0,0,"0","2","N",2,"N","CAR LOAN",1,"TALLURU","POSITIVE","N","AGR",30,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",15000,60000,28,2,78,15
"79","Good","PROF211","CALICUT","RENAULT LODGY DIESEL 2015",800000,504250,15128,48,"Y","APPLICANT","O",20,15,3,"PR003",0,105000,7,"Y",5,"N","R",0,0,"0","0","Y",2,"N","APPLICANT BUYING  2015 MODEL RENAULT LODGY",1,NA,"POSITIVE","N","SEP",4,"TAXI DRIVER",NA,0,NA,NA,NA,0,0,"Y",55000,50000,30,2,79,42
"80","Good","PROF124","HYDERABAD ","BMW 3 SERIES 320 D DIESEL 2010",1767000,988500,30344,48,"Y","PROP","R",14,14,3,"PR005",0,410365,5,"N",1,"N","R",0,0,"0","0","Y",1,"N","FOR PURCHASING OF APPLIED ASSET",1,"HYDERABAD","POSITIVE","N","SEP",5,"PROP",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,80,30
"81","Bad","PROF247","HUBLI","MARUTI SUZUKI SWIFT VDI DIESEL 2012",500000,454250,13628,48,"Y","APLICANT","R",25,3,3,"PR005",0,40000,5,"N",5,"N","O",0,0,"0","1","Y",2,"N","APLICANT",1,"BIJAPUR","POSITIVE","N","SEP",5,"OWNER",NA,0,NA,NA,NA,0,0,"Y",10000,30000,45,1,81,35
"82","Good","PROF096","CHENNAI I","TOYOTA INNOVA 2.5 V 8 STR DIESEL 2008",300000,200000,7536,36,"Y","APPLICANT","O",55,55,3,"PR005",0,60000,35,"Y",5,"N","O",0,0,"0","0","Y",1,"N","APPLICANT FAMILY USE",1,"CHENNAI","POSITIVE","N","SEP",35,"BUILDING CONSTRUCTIOR",NA,0,NA,NA,NA,0,0,"Y",0,60000,13,2,82,12
"83","Good","PROF283","KARIMNAGAR","HYUNDAI SANTRO XING GL PETROL LPG 2013",200000,154250,5635,36,"Y","APPLICANT","R",20,12,3,"PR005",0,80000,20,"Y",5,"N","O",0,0,"0","3","Y",2,"N","APPLICANT",1,"MAHALAXMI COLONY ARMMOOR","POSITIVE","N","SEP",20,"OWNER",NA,0,NA,NA,NA,0,0,"Y",23000,57000,10,2,83,33
"84","Good","PROF229","TRICHY ","MARUTI SUZUKI ALTO K10 VXI PETROL 2011",250000,154250,5594,36,"Y","APPLICANT ","O",20,15,3,"PR001",30,28485,22,"Y",1,"N","O",25000,10000,"20","1","Y",2,"N","FAMILY USE ",2,"THANJAVUR ","POSITIVE","N","SAL",22,"ANGANVADI PANIYALAR",NA,0,NA,NA,NA,0,0,"Y",10000,18485,30,2,84,37
"85","Bad","PROF247","PUNE","MARUTI SUZUKI ALTO 800 LXI PETROL 2013",230000,180000,4689,60,"Y","SELF ","O",0.8,0.8,3,"PR005",0,20000,10,"N",NA,"Y","O",0,0,"0","0","N",1,"Y","PURCHASE FOR USE CAR",1,"PUNE","POSITIVE","N","SEP",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,85,7
"86","Good","PROF245","COIMBATORE","MARUTI SUZUKI ALTO K10 VXI PETROL 2014",300000,204250,7291,36,"Y","APPLICANT","O",20,1.5,3,"PR005",0,140000,20,"Y",4,"N","R",0,0,"0","3","N",2,"N","CAPTIVE USE",1,"COIBATORE","POSITIVE","N","SEP",20,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",45000,95000,8,2,86,43
"87","Good","PROF191","ROWB","MARUTI SUZUKI WAGON R 1.0 VXI PETROL 2015",600000,354250,9385,60,"Y","SON","R",45,23,3,"PR006",0,6000,5,"N",5,"N","R",0,0,"0","0","N",1,"Y","APPLICANT ",1,"SILIGURI","POSITIVE","N","SEP",5,"PRIVATE TUTOR",NA,0,NA,NA,NA,0,0,"Y",3000,3000,313,2,87,8
"88","Good","PROF082","SURAT","FIAT LINEA EMOTION 1.3 DIESEL 2014",600000,454250,13249,48,"Y","APPLICANT WITH CO APPLICANT","O",15,12,3,"PR006",0,50000,7,"Y",1,"Y","R",0,0,"0","0","Y",2,"N","SELF WITH CO APPLICANT",2,"SURAT","POSITIVE","N","SEP",5,"SELF BIZ ",NA,0,NA,NA,NA,0,0,"Y",27000,23000,72,2,88,44
"89","Good","PROF252","HYDERABAD ","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2011",305000,209250,7731,36,"Y","APPLICANT ","O",25,25,3,"PR005",0,65000,10,"N",5,"N","O",0,0,"0","0","N",1,"N","FAMILY  USE",1,NA,"POSITIVE","N","SEP",10,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",15000,50000,15,2,89,30
"90","Good","PROF109","COIMBATORE ","TOYOTA INNOVA 2.5 G1 DIESEL 2007",1000000,504250,19260,36,"Y","CO APPLICANT ","R",35,1,3,"PR006",100,40000,20,"Y",5,"Y","R",50000,50000,"100","1","Y",1,"Y","CO APPLICANT ",2,"ERODE ","POSITIVE","N","SEP",15,"CUM OWNER ",NA,0,NA,NA,NA,0,0,"Y",12000,28000,69,2,90,10
"91","Good","PROF223","KOLHAPUR","MAHINDRA BOLERO PLUS DIESEL 2009",250000,154250,5815,36,"Y","SELF","O",15,7,3,"PR005",0,30000,12,"Y",5,"Y","O",0,0,"0","1","N",1,"Y","FOR USE CAR PURCHASE ",1,NA,"POSITIVE","N","SEP",12,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",0,30000,19,2,91,11
"92","Good","PROF277","MADURAI","MAHINDRA XYLO E8 BS IV DIESEL 2012",560000,396250,12595,48,"Y","APPLICANT","O",10,10,3,"PR005",0,50000,5,"N",NA,"N","O",0,0,"0","0","Y",1,"N","OWN USE",1,"PERIYAKULAM","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",4514,45486,34,2,92,1
"93","Good","PROF067","NAGPUR","CHEVROLET BEAT LT DIESEL 2011",220000,170000,6295,36,"Y","SELF","R",5,4,3,"PR001",0,17338,10,"N",5,"N","L",0,0,"0","50","Y",2,"N","RAHUL BABARAO YAWALE ",1,"WARDHA","POSITIVE","N","SAL",10,"POLICE CONSTABLE",NA,0,NA,NA,NA,0,0,"Y",5300,12038,60,2,93,3
"94","Good","PROF213","RAIPUR","MARUTI SUZUKI WAGON R LXI BS II PETROL 2014",300000,204250,10204,24,"Y","self","O",50,50,3,"PR001",0,30000,30,"Y",5,"N","O",0,0,"0","0","N",2,"N","ASSET PURPOSE",1,"RAIPUR","POSITIVE","N","SAL",30,"FOREST GARD",NA,0,NA,NA,NA,0,0,"Y",3000,27000,38,2,94,45
"95","Bad","PROF356","VISAKHAPATNAM","TATA INDICA VISTA LS TDI BS III DIESEL 2013",375000,325000,9631,48,"Y","SELF ","O",30,12,3,"PR005",0,1e+05,12,"Y",1,"Y","O",0,0,"0","2","Y",1,"Y","SELF ",1,"VIZAG ","POSITIVE","N","SEP",12,"PROPERATER ",NA,0,NA,NA,NA,0,0,"Y",10000,90000,11,1,95,14
"96","Good","PROF383","BANGALORE ","MARUTI SUZUKI SWIFT DZIRE ZDI DIESEL 2008",400000,354250,13345,36,"Y","APPLICANT ","O",35,35,3,"PR005",0,50000,10,"N",NA,"Y","O",0,0,"0","1","N",1,"Y","PERSONAL ",1,"BANGALORE ","POSITIVE","N","SEP",10,"APPLICANT ",NA,0,NA,NA,NA,0,0,"Y",10000,40000,33,2,96,9
"97","Bad","PROF320","PONDICHERRY ","MAHINDRA XUV500 W6 DIESEL 2014",1074000,504250,19030,35,"Y","APPLICNAT","O",49,35,3,"PR005",0,87000,15,"Y",6,"Y","O",0,0,"0","3","Y",1,"Y","APPLICANT",1,"VIRUTHACHALAM","POSITIVE","Y","SEP",15,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",25000,62000,31,1,97,5
"98","Good","PROF176","KANPUR","MAHINDRA BOLERO LX DIESEL 2004",430000,334250,11931,36,"Y","SELF","O",28,28,3,"PR006",0,50000,8,"Y",5,"N","O",0,0,"0","1","Y",1,"Y","PERSONAL USSAGE ",1,"FARRUKHABAD ","POSITIVE","N","SEP",8,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",10000,40000,30,2,98,46
"99","Bad","PROF237","MADURAI","CHEVROLET CRUZE LTZ DIESEL 2013",970000,700000,18084,60,"Y","APPLICANT","O",30,4,3,"PR002",0,81000,6,"N",NA,"N","R",0,0,"0","100","N",2,"N","APPLICANT",1,"VADIPATTI","POSITIVE","N","SAL",3,"GRAPHIC DESIGNER",NA,0,NA,NA,NA,0,0,"Y",24947,56053,47,1,99,1
"100","Good","PROF013","INDORE ","MARUTI SUZUKI SWIFT VDI ABS BS IV DIESEL 2011",456000,354250,13531,36,"Y","SELF APPLICANT","O",13,13,3,"PR005",0,50000,8,"Y",1,"N","O",0,0,"0","2","Y",1,"Y","PAYMENT  TO SELLER",1,"MAKSI","POSITIVE","N","SEP",8,"PROPEITOR ",NA,0,NA,NA,NA,0,0,"Y",0,50000,27,2,100,18
"101","Bad","PROF382","HYDERABAD ","FORD FIGO DURATEC TITANIUM 1.2 PETROL 2011",350000,300000,7963,60,"Y","APPLICANT","R",10,4,3,"PR005",0,40000,12,"Y",5,"N","L",0,0,"0","0","Y",2,"N","PERSONAL USE",1,"HYDERABAD ","POSITIVE","N","SEP",8,"DEVELOPMENT DIRECTOR",NA,0,NA,NA,NA,0,0,"Y",10000,30000,27,1,101,30
"102","Good","PROF252","VIJAYAWADA","MARUTI SUZUKI RITZ VDI BS IV DIESEL 2012",300000,204250,18921,12,"Y","APPLICANT ","O",40,40,3,"PR007",0,80000,35,"N",5,"N","O",0,0,"0","2","N",2,"Y","PURCHASE THE USED CAR  LOAN",1," UPPALAPADU","POSITIVE","N","AGR",35,"PROPRIETOR ",NA,0,NA,NA,NA,0,0,"Y",14000,66000,29,2,102,15
"103","Bad","PROF245","BANGALORE ","MAHINDRA XUV500 W4 DIESEL 2014",950000,908500,24583,60,"Y","SELF","R",30,3,3,"PR005",0,80000,8,"Y",5,"N","R",0,0,"0","1","Y",2,"N","APPLICANT",1,"BANGLORE","POSITIVE","N","SEP",8,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",0,80000,31,1,103,9
"104","Good","PROF252","INDORE ","MAHINDRA SCORPIO SLE BS III DIESEL 2014",950000,693500,18494,60,"Y","PROPERITORYSHIP","O",30,30,3,"PR007",0,150000,25,"Y",5,"N","O",0,0,"0","3","N",1,"Y","FUND USE IN AGRILAND",1,"VILLAGE TARANA INDORE ","POSITIVE","N","AGR",25,"PROPERITORSHIP",NA,0,NA,NA,NA,0,0,"Y",50000,100000,18,2,104,18
"105","Bad","PROF252","SALEM ","MARUTI SUZUKI OMNI MPI STD PETROL LPG 2008",300000,129250,6678,24,"Y","APPLICANT ","O",40,30,3,"PR007",0,40000,12,"N",NA,"N","O",0,0,"0","1","Y",1,"N","OWN USE",1,"HOME","POSITIVE","N","AGR",10,"PROP",NA,0,NA,NA,NA,0,0,"Y",15000,25000,27,1,105,22
"106","Bad","PROF233","KARIMNAGAR","MARUTI SUZUKI SWIFT DZIRE VDI DIESEL 2009",370000,324250,12115,36,"Y","APPLICANT","O",30,30,3,"PR001",0,23000,15,"N",1,"Y","O",23000,0,"0","1","Y",1,"Y","APPLICANT",1,"KARIMNAGAR","POSITIVE","Y","SAL",15,"DRIVER",NA,0,NA,NA,NA,0,0,"Y",5500,17500,69,1,106,33
"107","Good","PROF235","INDORE ","TOYOTA INNOVA 2.5 G 7 STR BS IV DIESEL 2012",1000000,704250,17607,60,"Y","BROTHER","O",20,20,3,"PR005",0,60000,7,"N",1,"N","O",0,0,"0","0","Y",1,"N","SELF",1,"INDORE","POSITIVE","N","SEP",7,"PROP",NA,0,NA,NA,NA,0,0,"Y",25000,35000,50,2,107,18
"108","Good","PROF365","CHENNAI I","TOYOTA FORTUNER 3.0 LIMITED EDITION DIESEL 2012",1600000,1200000,36500,48,"Y","APPLICANT","O",32,10,3,"PR005",0,3e+05,15,"Y",5,"N","R",0,0,"0","12","N",1,"N","TO PURCHASE A CAR",1,NA,"POSITIVE","N","SEP",15,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",153677,146323,60,2,108,12
"109","Good","PROF227","NAGPUR","HYUNDAI I10 MAGNA PETROL 2011",290000,178250,5422,48,"Y","APPLICANT","O",10,1,3,"PR002",0,12314,2,"N",1,"N","L",0,0,"0","0","Y",2,"N","APPLICANT",1,"NAGPUR","POSITIVE","N","SAL",2,"ACCOUNT ASST",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,2,109,3
"110","Bad","PROF282","HYDERABAD ","CHEVROLET BEAT LT DIESEL 2011",300000,250000,9420,36,"Y","APPLICANT ","O",20,7,3,"PR005",0,7e+05,4,"Y",5,"N","O",0,0,"0","1","N",2,"Y","APPLICANT",1,"HYDERABAD ","POSITIVE","N","SEP",2,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",17000,683000,1,1,110,30
"111","Good","PROF245","AHMEDABAD","TATA MANZA AURA QUADRAJET BS III DIESEL 2010",260000,210000,7698,36,"Y","SELF","R",40,2,3,"PR005",0,7500,8,"N",NA,"N","R",7500,0,"0","2","N",1,"Y","PERSONAL",1,"AHMEDABAD","POSITIVE","N","SEP",8,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",0,7500,103,2,111,4
"112","Good","PROF299","VISAKHAPATNAM","HYUNDAI I20 ASTA 1.4 CRDI DIESEL 2012",500000,454250,12545,60,"Y","SELF","R",10,5,3,"PR005",30,80000,5,"N",3,"N","R",4e+05,80000,"25","2","Y",1,"N","SELF",1,"VIZAG","POSITIVE","N","SEP",5,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",30000,50000,25,2,112,14
"113","Good","PROF252","BANGALORE ","TOYOTA INNOVA 2.5 G1 DIESEL 2010",750000,504250,13640,60,"Y","APPLICANT ","O",24,10,3,"PR018",0,40000,20,"N",NA,"Y","O",0,0,"0","3","Y",2,"Y","PERSONAL",1,"BANGALORE  ","POSITIVE","N","OTH",20,"HOUSE WIFE ",NA,0,NA,NA,NA,0,0,"Y",10000,30000,45,2,113,9
"114","Good","PROF245","TIRUPATHI","HYUNDAI I10 SPORTZ 1.2 PETROL 2012",450000,224250,8285,36,"Y","BORROWER","O",58,15,3,"PR005",0,45000,12,"Y",1,"N","R",0,0,"0","2","Y",2,"N","TO PURCHASE THE VEHICLE",1,"ANANTAPUR","POSITIVE","N","SEP",12,"PROPREITOR",NA,0,NA,NA,NA,0,0,"Y",10000,35000,24,2,114,39
"115","Good","PROF301","HYDERABAD ","MARUTI SUZUKI SWIFT VDI BS IV DIESEL 2014",500000,400000,10167,60,"Y","APPLICANT ","O",25,25,3,"PR005",0,1e+05,10,"N",NA,"N","L",0,0,"0","4","N",1,"N","APPLICANT-PERSONAL USAGE",1,"NALGONDA","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",20000,80000,13,2,115,30
"116","Bad","PROF105","SURAT","MAHINDRA SCORPIO SLE BS III DIESEL 2012",675000,454250,16770,36,"Y","APPLICANT","O",8,10,3,"PR005",0,50000,10,"Y",6,"N","R",0,0,"0","0","Y",1,"N","SELF",1,"SURAT","POSITIVE","N","SEP",8,"PANDIT PAN CORNER ",NA,0,NA,NA,NA,0,0,"Y",25000,25000,67,1,116,44
"117","Bad","PROF096","BARODA","CHEVROLET CRUZE LTZ DIESEL 2010",800000,558250,14636,60,"Y","MOTHER","O",30,15,3,"PR005",40,60000,12,"Y",6,"Y","O",1e+05,0,"30","0","N",1,"Y","PERSONAL",1,"VADODARA","POSITIVE","N","SEP",12,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",29710,30290,61,1,117,47
"118","Good","PROF213","INDORE ","TATA INDICA VISTA LX TDI BS III DIESEL 2014",300000,224250,6711,48,"Y","SELF","R",10,10,3,"PR001",0,30000,25,"N",5,"N","O",0,0,"0","1","Y",1,"N","FAMILY USE",1,"GRAM MANDLESHWAR","POSITIVE","N","SAL",25,"ASSISTANT GRADE SECOND",NA,0,NA,NA,NA,0,0,"Y",0,30000,22,2,118,18
"119","Good","PROF176","HYDERABAD ","MARUTI SUZUKI ERTIGA ZDI DIESEL 2012",600000,550000,14571,60,"Y","APPT","O",25,25,3,"PR006",0,50000,5,"Y",5,"N","O",0,0,"0","0","N",1,"Y","APPT USING PERSONAL AND TRAVELS PURPOSE ONLY.",1,"NALGONDA","POSITIVE","N","SEP",5,"AGRICULTURE",NA,0,NA,NA,NA,0,0,"Y",10000,40000,36,2,119,30
"120","Good","PROF235","JAIPUR","MARUTI SUZUKI ALTO K10 VXI PETROL 2012",250000,204250,7717,36,"Y","SELF","O",25,25,3,"PR005",0,20000,2,"Y",1,"N","R",0,0,"0","2","Y",2,"Y","175000",1,NA,"POSITIVE","N","SEP",2,"PROPREITER",NA,0,NA,NA,NA,0,0,"Y",0,20000,39,2,120,48
"121","Good","PROF109","GWALIOR ","TOYOTA INNOVA 2.5 GX 8 STR BS III DIESEL 2014",1200000,808500,20213,60,"Y","HUSBAND","O",20,20,3,"PR005",0,6e+05,10,"Y",1,"N","O",0,0,"0","4","Y",2,"N","PURCHASES OF VEHICLE ",2,NA,"POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",245000,355000,30,2,121,21
"122","Bad","PROF025","HYDERABAD ","TOYOTA COROLLA H5 1.8 E PETROL 2007",290000,246000,14506,20,"Y","MANAGING DIRECTOR","R",20,1,3,"PR003",0,100,25,"N",1,"Y","R",100,0,"0","5","Y",2,"N","FAMILY USAGE",1,"HYDERABAD","POSITIVE","N","SEP",25,"MANAGING DIRECTOR",NA,0,NA,NA,NA,0,0,"Y",NA,NA,NA,1,122,30
"123","Bad","PROF096","ORISSA","MAHINDRA SCORPIO VLX 2.2 M HAWK DIESEL 2012",1000000,404250,12128,48,"Y","SELF","O",20,20,3,"PR005",40,50000,5,"N",5,"N","O",6e+05,300000,"38","2","Y",1,"N","APPLICANT",1,"BERHAMPUR","POSITIVE","N","SEP",5,"PROPRITOR",NA,0,NA,NA,NA,0,0,"Y",20000,30000,40,1,123,29
"124","Bad","PROF235","TIRUNELVELI ","MAHINDRA XYLO E4 BS III DIESEL 2010",450000,354250,12734,36,"Y","APPLICANT","O",25,10,3,"PR005",0,150000,11,"Y",5,"N","R",0,0,"0","1","N",2,"N","APPLICANTAND HIS FAMILY",1,NA,"POSITIVE","N","SEP",11,"FISHER BOAT OWNER",NA,0,NA,NA,NA,0,0,"Y",45000,105000,12,1,124,19
"125","Good","PROF096","MADURAI","TOYOTA INNOVA 2.5 VX 8 STR BS III DIESEL 2011",1013687,800000,21640,60,"Y","APPLICANT","O",30,30,3,"PR005",0,1e+05,20,"N",NA,"N","O",0,0,"0","10","Y",2,"N","OWN USE",1,"VANDIYUR","POSITIVE","N","SEP",20,"APPLICANT",NA,0,NA,NA,NA,0,0,"Y",24608,75392,46,2,125,1
"126","Good","PROF383","HYDERABAD","MARUTI SUZUKI VITARA BREZZA ZDI DIESEL 2017",1000000,990000,25988,60,"Y","PROPRIETOR","R",25,2,3,"PR005",0,627000,10,"Y",1,"Y","R",0,0,"0","3","N",1,"Y","END USE VEHICLE FOR FAMILY PURPOSE",2,"HYDERABAD","POSITIVE","N","SEP",10,"PROPRIETOR",NA,0,NA,NA,NA,0,0,"Y",330000,297000,32,2,126,49
"127","Bad","PROF152","SALEM","MARUTI SUZUKI SWIFT VDI DIESEL 2012",450000,354250,13717,36,"Y","APPLICANT ","O",30,1,3,"PR006",0,55000,10,"Y",5,"Y","O",0,0,"0","0","N",1,"Y","VEHICLE PURCHASED ",1,"SALEM","POSITIVE","N","SEP",5,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",25000,30000,46,1,127,50
"128","Good","PROF252","GWALIOR","MAHINDRA BOLERO SLE BS III DIESEL 2015",700000,504250,12397,60,"Y","SELF","O",4,4,3,"PR001",0,49497,10,"N",1,"N","O",0,0,"0","0","Y",1,"N","PERSONAL USE ",2,"GWALIOR","POSITIVE","N","SAL",10,"CONSTABLE MP POLICE",NA,0,NA,NA,NA,0,0,"Y",16700,32797,52,2,128,51
"129","Bad","PROF252","HUBLI","TATA INDICA VISTA LX QUADRAJET DIESEL 2012",353553,204250,7802,36,"Y","GUARANTER ","O",30,10,3,"PR006",0,25000,10,"N",5,"N","O",0,0,"0","1","N",1,"N","APPLICANT USE",1,"GUNNAL ","POSITIVE","N","SEP",10,"OWNER ",NA,0,NA,NA,NA,0,0,"Y",10000,15000,52,1,129,35
